WAP (feat. Megan Thee Stallion)
Smile (with The Weeknd)
ROCKSTAR (feat. Roddy Ricch)
Wishing Well
Come & Go (with Marshmello)
"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix"
Watermelon Sugar
For The Night (feat. Lil Baby & DaBaby)
Blinding Lights
Mood Swings (feat. Lil Tjay)
Blueberry Faygo
exile (feat. Bon Iver)
cardigan
Savage Love (Laxed - Siren Beat)
The Woo (feat. 50 Cent & Roddy Ricch)
my future
the 1
Conversations
Party Girl
POPSTAR (feat. Drake)
Roses - Imanbek Remix
Hate The Other Side (with Marshmello & The Kid Laroi)
Go Crazy
We Paid (feat. 42 Dugg)
The Box
GREECE (feat. Drake)
Righteous
Rags2Riches (feat. ATR Son Son)
death bed (coffee for your head)
Lucid Dreams
DOLLAZ ON MY HEAD (feat. Young Thug)
the last great american dynasty
my ex's best friend (with blackbear)
Circles
august
GO (feat. Juice WRLD)
Sunflower - Spider-Man: Into the Spider-Verse
Life's A Mess (feat. Halsey)
Rags2Riches 2 (feat. Lil Baby)
Sunday Best
my tears ricochet
Toosie Slide
UN DIA (ONE DAY) (Feat. Tainy)
All Girls Are The Same
Be Like That - feat. Swae Lee & Khalid
Robbery
Savage Remix (feat. Beyoncé)
WHATS POPPIN
Adore You
Life Is Good (feat. Drake)
After Party
Mood (feat. iann dior)
invisible string
Intentions (feat. Quavo)
21
THE SCOTTS
Got It On Me
Flex (feat. Juice WRLD)
Heather
Chicago Freestyle (feat. Giveon)
Blood On My Jeans
Before You Go
Rain On Me (with Ariana Grande)
Tap In
Walk Em Down (feat. Roddy Ricch)
The Bigger Picture
Someone You Loved
Electric Love
Girls in the Hood
mirrorball
Dior
seven
betty
Breaking Me
Prospect (ft. Lil Baby)
goosebumps
Stunnin' (feat. Harm Franklin)
BLIND (feat. Young Thug)
Break My Heart
Are You Bored Yet? (feat. Clairo)
this is me trying
illicit affairs
hot girl bummer
ROXANNE
Stuck with U (with Justin Bieber)
Daylight
Narrow Road (feat. Lil Baby)
HIGHEST IN THE ROOM
Be Kind (with Halsey)
Ballin' (with Roddy Ricch)
Falling
Patek
Bandit (with YoungBoy Never Broke Again)
Stay High
Nobody's Love
High Fashion (feat. Mustard)
Whiskey Glasses
SICKO MODE
3 Headed Goat (feat. Lil Baby & Polo G)
Woodlawn
mad woman
Tangerine
ily (i love you baby) (feat. Emilee)
Jocelyn Flores
Chasin' You
BOP
Don't Start Now
Bad Energy
Tell Me U Luv Me (with Trippie Redd)
Dance Monkey
Supalonely
Man Of The Year
24
Heartless (feat. Morgan Wallen)
you broke me first
Titanic
More Than My Hometown
Godzilla (feat. Juice WRLD)
One Margarita
everything i wanted
SLOW DANCING IN THE DARK
peace
Up Up And Away
Move Ya Hips (feat. Nicki Minaj & MadeinTYO)
Freak
epiphany
Money Trees
SAD!
If the World Was Ending - feat. Julia Michaels
Say So
The Climb Back
MIDDLE CHILD
Falling
Drip Too Hard (Lil Baby & Gunna)
lovely (with Khalid)
OUT WEST (feat. Young Thug)
PTSD
Myron
Something Special
bad guy
Wow.
Tongue Tied
Mariposa
rockstar (feat. 21 Savage)
Still Don't Know My Name
GOOBA
Armed And Dangerous
Beautiful Crazy
No Guidance (feat. Drake)
Fighting Demons
I Fall Apart
Kings & Queens
Die From A Broken Heart
hoax
Can't Die
Perfect
XO Tour Llif3
La Jeepeta - Remix
I Should Probably Go To Bed
3 Musketeers
Suicidal (Remix) [feat. Juice WRLD]
July
Heat Waves
Head & Heart (feat. MNEK)
The Less I Know The Better
Truth Hurts
Pop Out (feat. Lil Tjay)
20 Min
Captain Hook
"...And To Those I Love, Thanks For Sticking Around"
I Hope
when the party's over
Screw Juice
TELL ME WHY
Said Sum
Fuck Love (feat. Trippie Redd)
Savage
My Oasis (feat. Burna Boy)
Suge
Magic In The Hamptons (feat. Lil Yachty)
"10,000 Hours (with Justin Bieber)"
Money In The Grave (Drake ft. Rick Ross)
Compensating (feat. Young Thug)
That Way - Bonus Track
No Role Modelz
Lean Wit Me
Memories
On Me (feat. Ava Max) - From 'SCOOB!' The Album
MAMACITA
Goodbyes (feat. Young Thug)
Emotionally Scarred
Ransom
Lose Somebody
Sum 2 Prove
RELENTLESS (feat. Lil Uzi Vert)
Moonlight
Better Now
F.N
Heart On Ice
Turks (with Gunna & ft. Travis Scott)
